uid,analysisDate,namedLocation,domainID,siteID,plotID,plotType,collectDate,sampleID,sampleCode,cnSampleID,cnSampleCode,sampleType,acidTreatment,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF,publicationDate,release,co2Trapped
f9aea00c-21ae-49bc-97a0-a34342b2ce35,2015-04-28,UNDE_007.basePlot.bgc,D05,UNDE,UNDE_007,distributed,2014-07-10T14:00Z,UNDE_007-O-19-40-20140710,,UNDE_007-O-19-40-20140710-CN,,soil,Y,,-27.7,,8.22,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
d5f0e3f7-996b-46dc-8c81-dce67e66734d,2015-04-28,UNDE_007.basePlot.bgc,D05,UNDE,UNDE_007,distributed,2014-07-10T14:00Z,UNDE_007-O-19-40-20140710,,UNDE_007-O-19-40-20140710-CN,,soil,N,1.8,,0.83,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
07f9a382-5d37-45c8-8e48-425bfc4732e1,2015-04-28,UNDE_007.basePlot.bgc,D05,UNDE,UNDE_007,distributed,2014-07-10T14:39Z,UNDE_007-M-4-9-20140710,,UNDE_007-M-4-9-20140710-CN,,soil,Y,,-26.8,,2.97,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
e9670ba8-d14a-410f-9b58-3538283c5554,2015-04-28,UNDE_007.basePlot.bgc,D05,UNDE,UNDE_007,distributed,2014-07-10T14:39Z,UNDE_007-M-4-9-20140710,,UNDE_007-M-4-9-20140710-CN,,soil,N,4.3,,0.22,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
3a04bbc4-198f-4681-b8ae-7bdb6deb1d76,2015-04-28,UNDE_007.basePlot.bgc,D05,UNDE,UNDE_007,distributed,2014-07-10T14:58Z,UNDE_007-M-33-2-20140710,,UNDE_007-M-33-2-20140710-CN,,soil,N,3.2,,0.21,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
3ed36903-45cb-49ec-a909-a1537c0efd96,2015-04-28,UNDE_007.basePlot.bgc,D05,UNDE,UNDE_007,distributed,2014-07-10T14:58Z,UNDE_007-M-33-2-20140710,,UNDE_007-M-33-2-20140710-CN,,soil,Y,,-27.6,,2.66,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
7183f989-5d81-4c1b-9143-478a7cb70696,2015-04-28,UNDE_043.basePlot.bgc,D05,UNDE,UNDE_043,tower,2014-07-10T16:33Z,UNDE_043-M-17-38-20140710,,UNDE_043-M-17-38-20140710-CN,,soil,N,4.1,,0.18,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
83c7c473-0610-4653-bf09-28f7538a70e9,2015-04-28,UNDE_043.basePlot.bgc,D05,UNDE,UNDE_043,tower,2014-07-10T16:33Z,UNDE_043-M-17-38-20140710,,UNDE_043-M-17-38-20140710-CN,,soil,Y,,-26.7,,2.59,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
b887bb73-633e-4824-a7af-54f9350fee72,2015-04-28,UNDE_043.basePlot.bgc,D05,UNDE,UNDE_043,tower,2014-07-10T16:51Z,UNDE_043-M-32-36-20140710,,UNDE_043-M-32-36-20140710-CN,,soil,N,4,,0.18,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
a9915ba4-4c9d-4af0-b307-32be97159948,2015-04-28,UNDE_043.basePlot.bgc,D05,UNDE,UNDE_043,tower,2014-07-10T16:51Z,UNDE_043-M-32-36-20140710,,UNDE_043-M-32-36-20140710-CN,,soil,Y,,-27.3,,1.84,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
b67893f8-089f-4722-8caa-539fd55cbc88,2015-04-28,UNDE_043.basePlot.bgc,D05,UNDE,UNDE_043,tower,2014-07-10T17:17Z,UNDE_043-M-14-5-20140710,,UNDE_043-M-14-5-20140710-CN,,soil,N,3.3,,0.17,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
3cd76138-81ea-4922-9510-911633309878,2015-04-28,UNDE_043.basePlot.bgc,D05,UNDE,UNDE_043,tower,2014-07-10T17:17Z,UNDE_043-M-14-5-20140710,,UNDE_043-M-14-5-20140710-CN,,soil,Y,,-27.1,,2.3,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
91554e8c-293c-4cdd-aa50-56fe8a95f71f,2015-04-28,UNDE_037.basePlot.bgc,D05,UNDE,UNDE_037,tower,2014-07-10T18:08Z,UNDE_037-M-25-17-20140710,,UNDE_037-M-25-17-20140710-CN,,soil,Y,,-25.9,,1.36,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
38693d5a-967d-41d6-b378-3ee29b477520,2015-04-28,UNDE_037.basePlot.bgc,D05,UNDE,UNDE_037,tower,2014-07-10T18:08Z,UNDE_037-O-25-17-20140710,,UNDE_037-O-25-17-20140710-CN,,soil,N,1.9,,0.73,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
954ec4ac-95d0-4bc8-a5c0-824b28eaf70a,2015-04-28,UNDE_037.basePlot.bgc,D05,UNDE,UNDE_037,tower,2014-07-10T18:08Z,UNDE_037-O-25-17-20140710,,UNDE_037-O-25-17-20140710-CN,,soil,Y,,-27.2,,9.14,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
9901d1c1-6ea0-40c9-817c-3e5e12090a61,2015-04-28,UNDE_037.basePlot.bgc,D05,UNDE,UNDE_037,tower,2014-07-10T18:08Z,UNDE_037-M-25-17-20140710,,UNDE_037-M-25-17-20140710-CN,,soil,N,6.5,,0.11,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
fac7fa02-be6e-4d75-89ef-b6e5f11f2584,2015-04-28,UNDE_037.basePlot.bgc,D05,UNDE,UNDE_037,tower,2014-07-10T19:09Z,UNDE_037-O-28-36-20140710,,UNDE_037-O-28-36-20140710-CN,,soil,Y,,-27.9,,5.69,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
6b894184-4bf6-4c48-822b-1418a879271d,2015-04-28,UNDE_037.basePlot.bgc,D05,UNDE,UNDE_037,tower,2014-07-10T19:09Z,UNDE_037-O-28-36-20140710,,UNDE_037-O-28-36-20140710-CN,,soil,N,2.1,,0.4,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
52662fe7-91f0-4c62-904e-f93f5330f1dd,2015-04-28,UNDE_037.basePlot.bgc,D05,UNDE,UNDE_037,tower,2014-07-10T19:09Z,UNDE_037-M-28-36-20140710,,UNDE_037-M-28-36-20140710-CN,,soil,Y,,-26.6,,1.8,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
f2cf26a3-c690-44f4-834d-4837b7762760,2015-04-28,UNDE_037.basePlot.bgc,D05,UNDE,UNDE_037,tower,2014-07-10T19:09Z,UNDE_037-M-28-36-20140710,,UNDE_037-M-28-36-20140710-CN,,soil,N,4.7,,0.14,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
26d2e926-772f-4d2b-bb34-d4e474ea796d,2015-04-28,UNDE_037.basePlot.bgc,D05,UNDE,UNDE_037,tower,2014-07-10T19:58Z,UNDE_037-M-9-7-20140710,,UNDE_037-M-9-7-20140710-CN,,soil,Y,,-26.8,,5.81,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
dcd4b598-7def-4797-863a-f7473a7bd565,2015-04-28,UNDE_037.basePlot.bgc,D05,UNDE,UNDE_037,tower,2014-07-10T19:58Z,UNDE_037-O-9-7-20140710,,UNDE_037-O-9-7-20140710-CN,,soil,N,3.9,,1.57,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
ebdb0d18-2cc7-4403-a2b0-29dc3d2be666,2015-04-28,UNDE_037.basePlot.bgc,D05,UNDE,UNDE_037,tower,2014-07-10T19:58Z,UNDE_037-O-9-7-20140710,,UNDE_037-O-9-7-20140710-CN,,soil,Y,,-27.1,,34.1,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
2b67c71e-6e42-408d-b013-ddf4f8e003d7,2015-04-28,UNDE_037.basePlot.bgc,D05,UNDE,UNDE_037,tower,2014-07-10T19:58Z,UNDE_037-M-9-7-20140710,,UNDE_037-M-9-7-20140710-CN,,soil,N,4.5,,0.28,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
366a5c30-1093-4528-aa8c-caeba2b258d3,2015-04-28,UNDE_014.basePlot.bgc,D05,UNDE,UNDE_014,distributed,2014-07-11T14:37Z,UNDE_014-M-3-37-20140711,,UNDE_014-M-3-37-20140711-CN,,soil,N,6.2,,0.15,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
577bc1b3-837c-4cab-8994-1135ca96d4f0,2015-04-28,UNDE_014.basePlot.bgc,D05,UNDE,UNDE_014,distributed,2014-07-11T14:37Z,UNDE_014-M-3-37-20140711,,UNDE_014-M-3-37-20140711-CN,,soil,Y,,-26.3,,1.34,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
c6f8d780-14e6-4b5d-92e3-cb40e3c2ac99,2015-04-28,UNDE_014.basePlot.bgc,D05,UNDE,UNDE_014,distributed,2014-07-11T15:01Z,UNDE_014-M-6-12-20140711,,UNDE_014-M-6-12-20140711-CN,,soil,N,5.8,,0.19,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
981ac3be-0f5d-40b3-b2a4-0ca4ba647543,2015-04-28,UNDE_014.basePlot.bgc,D05,UNDE,UNDE_014,distributed,2014-07-11T15:01Z,UNDE_014-M-6-12-20140711,,UNDE_014-M-6-12-20140711-CN,,soil,Y,,-26.4,,2.3,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
14730bac-71b6-4be5-b408-b1579433b0f0,2015-04-28,UNDE_014.basePlot.bgc,D05,UNDE,UNDE_014,distributed,2014-07-11T15:25Z,UNDE_014-M-36-16-20140711,,UNDE_014-M-36-16-20140711-CN,,soil,N,6.5,,0.11,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
3a4ee1aa-aad7-4e24-9bda-27695188e1d3,2015-04-28,UNDE_014.basePlot.bgc,D05,UNDE,UNDE_014,distributed,2014-07-11T15:25Z,UNDE_014-M-36-16-20140711,,UNDE_014-M-36-16-20140711-CN,,soil,Y,,-25.6,,0.9,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
f6e0b4aa-6ebf-4438-a0c9-1b0ce95069be,2015-04-28,UNDE_034.basePlot.bgc,D05,UNDE,UNDE_034,distributed,2014-07-15T17:08Z,UNDE_034-M-35-0-20140715,,UNDE_034-M-35-0-20140715-CN,,soil,Y,,-26.3,,1.33,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
6dd4beb4-4c75-459f-9818-100717648c64,2015-04-28,UNDE_034.basePlot.bgc,D05,UNDE,UNDE_034,distributed,2014-07-15T17:08Z,UNDE_034-M-35-0-20140715,,UNDE_034-M-35-0-20140715-CN,,soil,N,5.3,,0.15,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
0d8de573-6bb1-49e5-b48a-289da7fb8744,2015-04-28,UNDE_035.basePlot.bgc,D05,UNDE,UNDE_035,distributed,2014-07-15T17:12Z,UNDE_035-M-13-1-20140715,,UNDE_035-M-13-1-20140715-CN,,soil,Y,,-26.7,,2.89,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
998aadf0-d5b9-4f10-b9e2-eb8d25b5c7fa,2015-04-28,UNDE_035.basePlot.bgc,D05,UNDE,UNDE_035,distributed,2014-07-15T17:12Z,UNDE_035-M-13-1-20140715,,UNDE_035-M-13-1-20140715-CN,,soil,N,4.4,,0.17,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
e034b289-67da-4a85-9daf-ab38606116fd,2015-04-28,UNDE_035.basePlot.bgc,D05,UNDE,UNDE_035,distributed,2014-07-15T17:22Z,UNDE_035-M-6-13-20140715,,UNDE_035-M-6-13-20140715-CN,,soil,N,6.2,,0.13,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
32edba14-1294-4dce-8f71-ce4fbec84b54,2015-04-28,UNDE_035.basePlot.bgc,D05,UNDE,UNDE_035,distributed,2014-07-15T17:22Z,UNDE_035-M-6-13-20140715,,UNDE_035-M-6-13-20140715-CN,,soil,Y,,-26,,1.62,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
544e1348-359a-49d3-84ea-fc79c6c711e9,2015-04-28,UNDE_035.basePlot.bgc,D05,UNDE,UNDE_035,distributed,2014-07-15T17:22Z,UNDE_035-O-6-13-20140715,,UNDE_035-O-6-13-20140715-CN,,soil,N,1.7,,0.74,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
626cd624-77c4-47f3-b240-fb0d29fc91d6,2015-04-28,UNDE_035.basePlot.bgc,D05,UNDE,UNDE_035,distributed,2014-07-15T17:22Z,UNDE_035-O-6-13-20140715,,UNDE_035-O-6-13-20140715-CN,,soil,Y,,-26.6,,11.61,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
25e81adf-a18f-4f60-a941-a3828600b83d,2015-04-28,UNDE_034.basePlot.bgc,D05,UNDE,UNDE_034,distributed,2014-07-15T17:27Z,UNDE_034-M-37-20-20140715,,UNDE_034-M-37-20-20140715-CN,,soil,N,3.9,,0.18,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
6b78512c-fa73-4461-bc20-935213b37904,2015-04-28,UNDE_034.basePlot.bgc,D05,UNDE,UNDE_034,distributed,2014-07-15T17:27Z,UNDE_034-M-37-20-20140715,,UNDE_034-M-37-20-20140715-CN,,soil,Y,,-26.6,,1.3,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
0e368022-8f16-4c83-80af-ea0c1a6e442b,2015-04-28,UNDE_034.basePlot.bgc,D05,UNDE,UNDE_034,distributed,2014-07-15T17:49Z,UNDE_034-M-28-34-20140715,,UNDE_034-M-28-34-20140715-CN,,soil,Y,,-26.5,,1.32,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
653605ff-a737-4f8b-91eb-cf203c0aba22,2015-04-28,UNDE_034.basePlot.bgc,D05,UNDE,UNDE_034,distributed,2014-07-15T17:49Z,UNDE_034-M-28-34-20140715,,UNDE_034-M-28-34-20140715-CN,,soil,N,4.5,,0.14,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
784bc41a-783f-4309-a401-783517e1aa52,2015-04-28,UNDE_035.basePlot.bgc,D05,UNDE,UNDE_035,distributed,2014-07-15T18:17Z,UNDE_035-M-1-23-20140715,,UNDE_035-M-1-23-20140715-CN,,soil,N,6.2,,0.12,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
f4f1600f-2728-4e22-99cf-842d047f1c39,2015-04-28,UNDE_035.basePlot.bgc,D05,UNDE,UNDE_035,distributed,2014-07-15T18:17Z,UNDE_035-O-1-23-20140715,,UNDE_035-O-1-23-20140715-CN,,soil,N,1,,1.27,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
38fbc372-c6be-4b6c-a42c-5ed09367936b,2015-04-28,UNDE_035.basePlot.bgc,D05,UNDE,UNDE_035,distributed,2014-07-15T18:17Z,UNDE_035-M-1-23-20140715,,UNDE_035-M-1-23-20140715-CN,,soil,Y,,-25.9,,1.21,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
b46cdf87-ce34-4bec-b44c-ed9edcbf1215,2015-04-28,UNDE_035.basePlot.bgc,D05,UNDE,UNDE_035,distributed,2014-07-15T18:17Z,UNDE_035-O-1-23-20140715,,UNDE_035-O-1-23-20140715-CN,,soil,Y,,-27.1,,25.4,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
8a82c6ff-8fc5-4f99-a364-14cbed458cb5,2015-04-28,UNDE_044.basePlot.bgc,D05,UNDE,UNDE_044,tower,2014-07-18T13:41Z,UNDE_044-M-0-25-20140718,,UNDE_044-M-0-25-20140718-CN,,soil,N,3.6,,0.2,,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
b815d8fc-3ec3-43e4-a73b-94a2f3894824,2015-04-28,UNDE_044.basePlot.bgc,D05,UNDE,UNDE_044,tower,2014-07-18T13:41Z,UNDE_044-M-0-25-20140718,,UNDE_044-M-0-25-20140718-CN,,soil,Y,,-27,,4.52,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
cf6f8412-9289-45e4-8f96-1d057de0f0a7,2015-04-28,UNDE_044.basePlot.bgc,D05,UNDE,UNDE_044,tower,2014-07-18T14:07Z,UNDE_044-O-31-25-20140718,,UNDE_044-O-31-25-20140718-CN,,soil,Y,,-27,,18.56,,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20220112T003519Z,RELEASE-2022,
75c0ab74-5762-477b-b716-361fbdc09855,2015-04-28,UNDE_044.basePlot.bgc,D05,UNDE,UNDE_044,tower,2014-07-18T14:07Z,UNDE_044-M-31-25-20140718,,UNDE_044-M-31-25-20140718-CN,,soil,Y,,-25.5,,1.1,,OK,OK,,,2,Replicate samples,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
32bccebc-f46f-450a-b738-b9b63fb30056,2015-04-28,UNDE_044.basePlot.bgc,D05,UNDE,UNDE_044,tower,2014-07-18T14:07Z,UNDE_044-M-31-25-20140718,,UNDE_044-M-31-25-20140718-CN,,soil,N,5.4,,0.12,,,OK,OK,,,2,Replicate samples,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20220112T003519Z,RELEASE-2022,
