uid,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF,publicationDate,release
ede7bfda-19c2-4472-bf66-23772ec748c3,ORNL,2017-10-27,2017-10-27,ORNL-20171027-BREF1,ORNL-20171027-BREF1-A,,ORNL-20171027-BREF1-B,,ORNL-20171027-BREF1-C,,,,20211221T205356Z,RELEASE-2022
fa68effb-2363-48c4-837a-49251bfbf310,ORNL,2017-11-14,2017-11-14,ORNL-20171114-BREF1,ORNL-20171114-BREF1-A,,ORNL-20171114-BREF1-B,,ORNL-20171114-BREF1-C,,"",,20211221T232015Z,RELEASE-2022
07c56d19-9985-46c9-af3d-6935ec2b91a7,ORNL,2017-11-16,2017-11-16,ORNL-20171116-BREF1,ORNL-20171116-BREF1-A,,ORNL-20171116-BREF1-B,,ORNL-20171116-BREF1-C,,Some floating material in the last portions of BRef-1 batch filtered out before combining with samples,,20211221T232015Z,RELEASE-2022
61644879-68f8-4ad2-b4ee-18e2b44697b9,ORNL,2017-11-16,2017-11-16,ORNL-20171116-BREF3,ORNL-20171116-BREF3-A,,ORNL-20171116-BREF3-B,,ORNL-20171116-BREF3-C,,"",,20211221T232015Z,RELEASE-2022
5c2dac51-7b6f-4b2d-8f13-d2a4ef706400,ORNL,2017-11-16,2017-11-16,ORNL-20171116-BREF2,ORNL-20171116-BREF2-A,,ORNL-20171116-BREF2-B,,ORNL-20171116-BREF2-C,,"",,20211221T232015Z,RELEASE-2022
1b474082-3507-462c-a62b-20b0d2174fba,DELA,2019-05-14,2019-05-14,DELA-20190514-BREF1,DELA-20190514-BREF1-A,B00000055613,DELA-20190514-BREF1-B,B00000055614,DELA-20190514-BREF1-C,B00000055615,,,20211222T002014Z,RELEASE-2022
a3919d4e-31c6-442e-a62b-e4035ae5a99a,DELA,2019-05-16,2019-05-16,DELA-20190516-BREF1,DELA-20190516-BREF1-A,B00000004894,DELA-20190516-BREF1-B,B00000004892,DELA-20190516-BREF1-C,B00000004893,,,20211222T002014Z,RELEASE-2022
40140d1a-8612-478f-98ff-2a14bffc58bb,DELA,2019-06-04,2019-06-04,DELA-20190604-BREF1,DELA-20190604-BREF1-A,B00000004928,DELA-20190604-BREF1-B,B00000004929,DELA-20190604-BREF1-C,B00000004930,,,20211221T224618Z,RELEASE-2022
5c2df16c-43a7-4c1a-bfc2-74989cf10854,DELA,2019-06-25,2019-06-25,DELA-20190625-BREF1,DELA-20190625-BREF1-A,B00000005013,DELA-20190625-BREF1-B,B00000005014,DELA-20190625-BREF1-C,B00000005015,,,20211221T224618Z,RELEASE-2022
d6f8a8d4-f7ff-4b3f-b3d3-a76413b1b9f0,DELA,2019-06-27,2019-06-27,DELA-20190627-BREF1,DELA-20190627-BREF1-A,B00000005036,DELA-20190627-BREF1-B,B00000005035,DELA-20190627-BREF1-C,B00000005034,,,20211221T224618Z,RELEASE-2022
536d7d9d-4733-4142-9938-7f8e9d904c84,DELA,2019-07-16,2019-07-16,DELA-20190716-BREF1,DELA-20190716-BREF1-A,B00000055720,DELA-20190716-BREF1-B,B00000055721,DELA-20190716-BREF1-C,B00000055722,,,20211222T013620Z,RELEASE-2022
1300a082-e4b0-4ce4-b6aa-62bf6292b88b,DELA,2019-11-13,2019-11-13,DELA-20191113-BREF1,DELA-20191113-BREF1-A,B00000056143,DELA-20191113-BREF1-B,B00000056144,DELA-20191113-BREF1-C,B00000056142,,,20211222T005916Z,RELEASE-2022
7b00070c-656a-4815-8ab4-cb340e6b5d46,DELA,2019-11-14,2019-11-14,DELA-20191114-BREF2,DELA-20191114-BREF2-A,B00000056207,DELA-20191114-BREF2-B,B00000056203,DELA-20191114-BREF2-C,B00000056202,,,20211222T005916Z,RELEASE-2022
e1bf2d41-0f43-4364-99ae-d580cc50419b,DELA,2019-12-03,2019-12-03,DELA-20191203-BREF2,DELA-20191203-BREF2-A,B00000056351,DELA-20191203-BREF2-B,B00000056350,DELA-20191203-BREF2-C,B00000056349,,,20211221T214559Z,RELEASE-2022
e3189fb9-f7b0-4486-a0ea-bd8fa21439d8,DELA,2019-12-05,2019-12-05,DELA-20191205-BREF2,DELA-20191205-BREF2-A,B00000056367,DELA-20191205-BREF2-B,B00000056368,DELA-20191205-BREF2-C,B00000056369,,,20211221T214559Z,RELEASE-2022
39d79bd0-b71f-46b4-847e-ba0a53114a3c,LENO,2018-04-25,2018-04-25,LENO-20180425-BREF1,LENO-20180425-BREF1-A,B00000003510,LENO-20180425-BREF1-B,B00000003509,LENO-20180425-BREF1-C,B00000003504,,,20211222T032913Z,RELEASE-2022
7baf1ff5-0500-49be-b51a-d8c3cd05e61a,LENO,2018-04-26,2018-04-26,LENO-20180426-BREF1,LENO-20180426-BREF1-A,B00000003554,LENO-20180426-BREF1-B,B00000003543,LENO-20180426-BREF1-C,B00000003539,,,20211222T032913Z,RELEASE-2022
52a832b9-e64d-471c-bc2e-121fae50115c,LENO,2018-05-15,2018-05-15,LENO-20180515-BREF1,LENO-20180515-BREF1-A,B00000003586,LENO-20180515-BREF1-B,B00000003585,LENO-20180515-BREF1-C,B00000003584,,,20211221T195029Z,RELEASE-2022
10f6319d-a38e-4fad-85f0-8fea42a0ee9d,LENO,2018-07-10,2018-07-10,LENO-20180710-BREF1,LENO-20180710-BREF1-A,B00000003757,LENO-20180710-BREF1-B,B00000003763,LENO-20180710-BREF1-C,B00000003739,,,20211221T230902Z,RELEASE-2022
18c24b94-7aac-4d40-baa1-ce748ba7d48d,LENO,2018-07-12,2018-07-12,LENO-20180712-BREF1,LENO-20180712-BREF1-A,B00000003806,LENO-20180712-BREF1-B,B00000003776,LENO-20180712-BREF1-C,B00000003773,,,20211221T230902Z,RELEASE-2022
3638b5cb-24c3-44b3-b19c-e1b4b4b492b2,LENO,2018-08-01,2018-08-01,LENO-20180801-BREF2,LENO-20180801-BREF2-A,B00000003782,LENO-20180801-BREF2-B,B00000003797,LENO-20180801-BREF2-C,B00000003783,,,20211221T215105Z,RELEASE-2022
7296c0d7-183d-446f-a067-3c4af646373f,LENO,2018-11-06,2018-11-06,LENO-20181106-BREF3,LENO-20181106-BREF3-A,B00000004300,LENO-20181106-BREF3-B,B00000004299,LENO-20181106-BREF3-C,B00000004301,,,20211222T013405Z,RELEASE-2022
f1b506af-0db1-4752-b276-14540b3f371b,LENO,2018-11-09,2018-11-09,LENO-20181109-BREF3,LENO-20181109-BREF3-A,B00000003753,LENO-20181109-BREF3-B,B00000004326,LENO-20181109-BREF3-C,B00000004325,,,20211222T013405Z,RELEASE-2022
3a90293d-3dfb-449d-be2f-cd3a9e6aa637,LENO,2018-11-29,2018-11-29,LENO-20181129-BREF3,LENO-20181129-BREF3-A,B00000004429,LENO-20181129-BREF3-B,B00000004428,LENO-20181129-BREF3-C,B00000004427,,,20211222T013405Z,RELEASE-2022
000f3b21-2d6f-46b2-bf26-e74628e07978,TALL,2017-04-05,2017-04-05,TALL-20170405-BREF1,TALL-20170405-BREF1-A,,TALL-20170405-BREF1-B,,TALL-20170405-BREF1-C,,,,20211222T025451Z,RELEASE-2022
9203cd11-3f8b-40a5-ac37-09c51af3df08,TALL,2017-04-07,2017-04-07,TALL-20170407-BREF1,TALL-20170407-BREF1-A,,TALL-20170407-BREF1-B,,TALL-20170407-BREF1-C,,,,20211222T025451Z,RELEASE-2022
deb2f16e-aec8-469e-ada9-1f01d37b63a5,TALL,2017-04-25,2017-04-25,TALL-20170425-BREF1,TALL-20170425-BREF1-A,,TALL-20170425-BREF1-B,,TALL-20170425-BREF1-C,,,,20211222T025451Z,RELEASE-2022
551cce3c-fd8a-4e97-9290-67a89ade2fe9,TALL,2017-06-13,2017-06-13,TALL-20170613-BREF1,TALL-20170613-BREF1-A,,TALL-20170613-BREF1-B,,TALL-20170613-BREF1-C,,,,20211222T035026Z,RELEASE-2022
9230d129-27c2-4fb4-bb54-f344ef9e0745,TALL,2017-06-15,2017-06-15,TALL-20170615-BREF1,TALL-20170615-BREF1-A,,TALL-20170615-BREF1-B,,TALL-20170615-BREF1-C,,,,20211222T035026Z,RELEASE-2022
3876c286-5553-41c5-87fd-6c93f81afc9e,TALL,2017-06-27,2017-06-27,TALL-20170627-BREF1,TALL-20170627-BREF1-A,,TALL-20170627-BREF1-B,,TALL-20170627-BREF1-C,,,,20211222T035026Z,RELEASE-2022
e92a6262-65ee-4df5-aa88-19a2fb388af8,TALL,2017-10-31,2017-10-31,TALL-20171031-BREF1,TALL-20171031-BREF1-A,,TALL-20171031-BREF1-B,,TALL-20171031-BREF1-C,,,,20211222T041354Z,RELEASE-2022
53b11b44-75a3-48b3-baad-09f53dddf671,TALL,2017-11-02,2017-11-02,TALL-20171102-BREF2,TALL-20171102-BREF2-A,,TALL-20171102-BREF2-B,,TALL-20171102-BREF2-C,,,,20211221T213840Z,RELEASE-2022
b8c2ba13-8879-44bf-baf6-f527cff46a50,TALL,2017-11-28,2017-11-28,TALL-20171128-BREF2,TALL-20171128-BREF2-A,,TALL-20171128-BREF2-B,,TALL-20171128-BREF2-C,,,,20211221T213840Z,RELEASE-2022
4ac643e1-4c8b-4423-a2bd-bff094f0fe92,TALL,2021-03-30,2021-03-30,TALL-20210330-BREF1,TALL-20210330-BREF1-A,B00000093121,TALL-20210330-BREF1-B,B00000093122,TALL-20210330-BREF1-C,B00000093123,,,20220104T183455Z,PROVISIONAL
e9c93e62-a660-4ceb-9822-6134af044070,TALL,2021-03-31,2021-03-31,TALL-20210331-BREF1,TALL-20210331-BREF1-A,B00000093136,TALL-20210331-BREF1-B,B00000093137,"","",,,20220104T183455Z,PROVISIONAL
54d57ff9-4387-43b8-92c7-642ca4db821f,TALL,2021-04-01,2021-04-01,TALL-20210401-BREF1,TALL-20210401-BREF1-A,B00000093140,TALL-20210401-BREF1-B,B00000093139,TALL-20210401-BREF1-C,B00000093138,,,20220131T151444Z,PROVISIONAL
7b0d348c-a4b0-40cd-b937-d591f6ebabf6,TALL,2021-04-22,2021-04-22,TALL-20210422-BREF1,TALL-20210422-BREF1-A,B00000057280,TALL-20210422-BREF1-B,B00000057281,TALL-20210422-BREF1-C,B00000057282,,,20220131T151444Z,PROVISIONAL
24d50b7f-6b09-4f61-9c67-3372f7e92f31,TALL,2021-04-26,2021-04-26,TALL-20210426-BREF1,TALL-20210426-BREF1-A,B00000057285,TALL-20210426-BREF1-B,B00000057284,TALL-20210426-BREF1-C,B00000057283,,,20220131T151444Z,PROVISIONAL
18748e98-bfec-4fae-9ee9-69900d5afd64,TALL,2021-06-02,2021-06-02,TALL-20210602-BREF1,TALL-20210602-BREF1-A,B00000057419,TALL-20210602-BREF1-B,B00000057420,TALL-20210602-BREF1-C,B00000057421,,,20220407T140142Z,PROVISIONAL
5bf0bbd1-8301-4db8-ab70-8c5e9e2ac483,TALL,2021-06-04,2021-06-04,TALL-20210604-BREF1,TALL-20210604-BREF1-A,B00000057476,TALL-20210604-BREF1-B,B00000057477,TALL-20210604-BREF1-C,B00000057478,,,20220407T140142Z,PROVISIONAL
ef9ed3f1-e1fe-41ea-ae5e-fe2c0c364238,TALL,2021-06-24,2021-06-24,TALL-20210624-BREF1,TALL-20210624-BREF1-A,B00000057575,TALL-20210624-BREF1-B,B00000057576,TALL-20210624-BREF1-C,B00000057577,,,20220407T140142Z,PROVISIONAL
ee8ecf9a-55fb-486c-a785-d06939143282,TALL,2021-11-02,2021-11-02,TALL-20211102-BREF1,TALL-20211102-BREF1-A,B00000090606,TALL-20211102-BREF1-B,B00000090605,TALL-20211102-BREF1-C,B00000090604,,,20220516T155954Z,PROVISIONAL
0e869baf-d80a-4a4b-9580-9836ef9eb14d,TALL,2021-11-04,2021-11-04,TALL-20211104-BREF1,TALL-20211104-BREF1-A,B00000090699,TALL-20211104-BREF1-B,B00000090698,TALL-20211104-BREF1-C,B00000090697,,,20220516T155954Z,PROVISIONAL
a61f982b-225d-41b4-a328-063fefb0f3b5,TALL,2021-11-23,2021-11-23,TALL-20211123-BREF1,TALL-20211123-BREF1-A,B00000090771,TALL-20211123-BREF1-B,B00000090772,TALL-20211123-BREF1-C,B00000090773,,,20220516T155954Z,PROVISIONAL
57fee3ae-451a-4ba2-9d67-dc66bb020ee6,DCFS,2019-05-01,2019-05-01,DCFS-20190501-BREF1,DCFS-20190501-BREF1-A,B00000051178,DCFS-20190501-BREF1-B,B00000051179,DCFS-20190501-BREF1-C,B00000051180,,,20211222T012537Z,RELEASE-2022
46871ef5-ed06-455c-88c2-40d36c321cf6,DCFS,2019-05-02,2019-05-02,DCFS-20190502-BREF1,DCFS-20190502-BREF1-A,B00000051167,DCFS-20190502-BREF1-B,B00000051166,DCFS-20190502-BREF1-C,B00000051168,,,20211222T012537Z,RELEASE-2022
9e6c5832-b331-49dd-bb85-a92b98df8571,DCFS,2019-05-03,2019-05-03,DCFS-20190503-BREF1,DCFS-20190503-BREF1-A,B00000000430,DCFS-20190503-BREF1-B,B00000000431,DCFS-20190503-BREF1-C,B00000000429,,,20211222T012537Z,RELEASE-2022
f2dcad65-1f0f-4a67-bdb1-ab7d95cbf35f,DCFS,2019-05-07,2019-05-07,DCFS-20190507-BREF1,DCFS-20190507-BREF1-A,B00000000411,DCFS-20190507-BREF1-B,B00000000408,DCFS-20190507-BREF1-C,B00000000402,,,20211222T012537Z,RELEASE-2022
4ae18b59-47ff-445c-8f22-b23d9b66b2f5,DCFS,2019-05-29,2019-05-29,DCFS-20190529-BREF1,DCFS-20190529-BREF1-A,B00000000421,DCFS-20190529-BREF1-B,B00000000377,DCFS-20190529-BREF1-C,B00000000388,,,20211222T012537Z,RELEASE-2022
a8a4061c-ca6f-4482-a31e-0f6856babe6d,DCFS,2019-05-31,2019-05-31,DCFS-20190531-BREF1,DCFS-20190531-BREF1-A,B00000000380,DCFS-20190531-BREF1-B,B00000000366,DCFS-20190531-BREF1-C,B00000000378,,,20211222T012537Z,RELEASE-2022
86b5e873-a7bd-42c8-9ab2-d55f6b456c0f,DCFS,2019-07-23,2019-07-23,DCFS-20190723-BREF1,DCFS-20190723-BREF1-A,B00000000357,DCFS-20190723-BREF1-B,B00000000358,DCFS-20190723-BREF1-C,B00000000392,,,20211221T203333Z,RELEASE-2022
4ea974ad-121e-44bd-bc2a-4275f4f2cffd,DCFS,2019-07-25,2019-07-25,DCFS-20190725-BREF1,DCFS-20190725-BREF1-A,B00000000340,DCFS-20190725-BREF1-B,B00000000335,DCFS-20190725-BREF1-C,B00000000303,,,20211221T203333Z,RELEASE-2022
9a434e17-1887-4c27-8379-71658ad9c26d,DCFS,2019-07-30,2019-07-30,DCFS-20190730-BREF1,DCFS-20190730-BREF1-A,B00000000318,DCFS-20190730-BREF1-B,B00000000346,DCFS-20190730-BREF1-C,B00000000342,,,20211221T203333Z,RELEASE-2022
8d1c43cd-cd14-4b30-bee0-394cee4d9716,DCFS,2019-07-31,2019-07-31,DCFS-20190731-BREF1,DCFS-20190731-BREF1-A,B00000000289,DCFS-20190731-BREF1-B,B00000000297,DCFS-20190731-BREF1-C,B00000000294,,,20211221T203333Z,RELEASE-2022
3c6e11c0-8670-48d4-baaa-4e7ca567c000,DCFS,2019-08-12,2019-08-12,DCFS-20190812-BREF1,DCFS-20190812-BREF1-A,B00000000284,DCFS-20190812-BREF1-B,B00000000313,DCFS-20190812-BREF1-C,B00000000283,,,20211221T203525Z,RELEASE-2022
61cfd101-a8e4-47e9-a690-b7b9273e9081,DCFS,2019-08-14,2019-08-14,DCFS-20190814-BREF1,DCFS-20190814-BREF1-A,B00000050666,DCFS-20190814-BREF1-B,B00000050665,DCFS-20190814-BREF1-C,B00000050664,,,20211221T203525Z,RELEASE-2022
ecf99986-4074-4dd8-a9c0-fdff5976eb1f,DCFS,2019-08-15,2019-08-15,DCFS-20190815-BREF1,DCFS-20190815-BREF1-A,B00000050641,DCFS-20190815-BREF1-B,B00000050640,DCFS-20190815-BREF1-C,B00000050633,,,20211221T203525Z,RELEASE-2022
cc3c027e-5edf-4b0b-9586-73d81562c8f1,DCFS,2019-10-02,2019-10-02,DCFS-20191002-BREF2,DCFS-20191002-BREF2-A,B00000050721,DCFS-20191002-BREF2-B,B00000050720,DCFS-20191002-BREF2-C,B00000050711,,,20211221T202051Z,RELEASE-2022
fbbf11b5-9601-4c70-9715-da2689728ade,DCFS,2019-10-03,2019-10-03,DCFS-20191003-BREF2,DCFS-20191003-BREF2-A,B00000050686,DCFS-20191003-BREF2-B,B00000050713,DCFS-20191003-BREF2-C,B00000050701,,,20211221T202051Z,RELEASE-2022
650a3548-ea1b-4746-967e-0900b1b95f77,DCFS,2019-10-08,2019-10-08,DCFS-20191008-BREF2,DCFS-20191008-BREF2-A,B00000050680,DCFS-20191008-BREF2-B,B00000050683,DCFS-20191008-BREF2-C,B00000050673,,,20211221T202051Z,RELEASE-2022
ef8b7693-c5e8-440a-b35b-e61d40bd32f6,DCFS,2019-10-09,2019-10-09,DCFS-20191009-BREF2,DCFS-20191009-BREF2-A,B00000050767,DCFS-20191009-BREF2-B,B00000050766,DCFS-20191009-BREF2-C,B00000050765,,,20211221T202051Z,RELEASE-2022
59047492-cbfa-40c8-a906-b28ba571bad7,DCFS,2019-10-30,2019-10-30,DCFS-20191030-BREF2,DCFS-20191030-BREF2-A,B00000000108,DCFS-20191030-BREF2-B,B00000000092,DCFS-20191030-BREF2-C,B00000050774,,,20211221T202051Z,RELEASE-2022
b3f22222-5565-436c-9d71-4d866a2e8989,NOGP,2020-07-02,2020-07-02,NOGP-20200702-BREF1,NOGP-20200702-BREF1-A,B00000050616,NOGP-20200702-BREF1-B,B00000050625,NOGP-20200702-BREF1-C,B00000050617,,,20211221T222401Z,RELEASE-2022
655908f7-ac6e-482e-9c9e-8e12cfbb861d,NOGP,2020-07-07,2020-07-07,NOGP-20200707-BREF1,NOGP-20200707-BREF1-A,B00000050623,NOGP-20200707-BREF1-B,B00000050621,NOGP-20200707-BREF1-C,B00000050635,,,20211221T222401Z,RELEASE-2022
91a9106d-3796-49e7-96c3-b02aaea0d2f6,NOGP,2020-07-09,2020-07-09,NOGP-20200709-BREF1,NOGP-20200709-BREF1-A,B00000096249,NOGP-20200709-BREF1-B,B00000096250,NOGP-20200709-BREF1-C,B00000096251,,,20211221T222401Z,RELEASE-2022
6d586773-39a0-4df2-b169-037c36aa243f,NOGP,2020-07-22,2020-07-22,NOGP-20200722-BREF1,NOGP-20200722-BREF1-A,B00000096303,NOGP-20200722-BREF1-B,B00000096297,NOGP-20200722-BREF1-C,B00000096292,,,20211221T222401Z,RELEASE-2022
2eb0f3b2-6e1b-405d-920d-2a5ee95c3fb2,NOGP,2020-07-24,2020-07-24,NOGP-20200724-BREF1,NOGP-20200724-BREF1-A,B00000096315,NOGP-20200724-BREF1-B,B00000096316,NOGP-20200724-BREF1-C,B00000096317,,,20211221T222401Z,RELEASE-2022
f59dab97-5325-4446-ab00-fe2dc71c6d28,NOGP,2020-10-02,2020-10-02,NOGP-20201002-BREF1,NOGP-20201002-BREF1-A,B00000096371,NOGP-20201002-BREF1-B,B00000096372,NOGP-20201002-BREF1-C,B00000096569,,,20211221T224309Z,RELEASE-2022
dd20b1d2-7b4f-4499-8dc2-d1b2387e0a01,NOGP,2020-10-27,2020-10-27,NOGP-20201027-BREF1,NOGP-20201027-BREF1-A,B00000050805,NOGP-20201027-BREF1-B,B00000050803,NOGP-20201027-BREF1-C,B00000050947,,,20211221T224309Z,RELEASE-2022
86644536-f65c-4ee1-a014-4a92c5fa8cce,WOOD,2021-05-04,2021-05-04,WOOD-20210504-BREF1,WOOD-20210504-BREF1-A,B00000096862,WOOD-20210504-BREF1-B,B00000096863,WOOD-20210504-BREF1-C,B00000096864,,,20220313T203201Z,PROVISIONAL
4132cbd6-0f7c-49b7-84ff-ae610e4ad9f7,WOOD,2021-05-05,2021-05-05,WOOD-20210505-BREF1,WOOD-20210505-BREF1-A,B00000096891,WOOD-20210505-BREF1-B,B00000096892,WOOD-20210505-BREF1-C,B00000096893,,,20220313T203201Z,PROVISIONAL
819e7d0e-5682-4d34-81d8-b136896e05e2,WOOD,2021-05-06,2021-05-06,WOOD-20210506-BREF1,WOOD-20210506-BREF1-A,B00000096906,WOOD-20210506-BREF1-B,B00000096907,WOOD-20210506-BREF1-C,B00000096908,,,20220313T203201Z,PROVISIONAL
c79e2f2c-f43a-491c-ac86-d2a3daace24b,WOOD,2021-05-28,2021-05-28,WOOD-20210528-BREF1,WOOD-20210528-BREF1-A,B00000096560,WOOD-20210528-BREF1-B,B00000096558,WOOD-20210528-BREF1-C,B00000096561,,,20220313T203201Z,PROVISIONAL
4f569224-ac84-4d81-a3c6-bc329b4d7c5c,WOOD,2021-06-01,2021-06-01,WOOD-20210601-BREF1,WOOD-20210601-BREF1-A,B00000096944,WOOD-20210601-BREF1-B,B00000096945,WOOD-20210601-BREF1-C,B00000096946,,,20220407T144757Z,PROVISIONAL
b51e5d01-d915-48c6-a621-1af4ad998f8c,WOOD,2021-07-09,2021-07-09,WOOD-20210709-BREF1,WOOD-20210709-BREF1-A,B00000097056,WOOD-20210709-BREF1-B,B00000097055,WOOD-20210709-BREF1-C,B00000097054,,,20220503T165843Z,PROVISIONAL
083eb82c-aada-4cbe-ae65-af3326455164,WOOD,2021-07-13,2021-07-13,WOOD-20210713-BREF1,WOOD-20210713-BREF1-A,B00000097102,WOOD-20210713-BREF1-B,B00000097099,WOOD-20210713-BREF1-C,B00000097100,,,20220503T165843Z,PROVISIONAL
2d674b1f-c073-4d03-99ee-8dc6fd96a0e7,WOOD,2021-07-15,2021-07-15,WOOD-20210715-BREF1,WOOD-20210715-BREF1-A,B00000097155,WOOD-20210715-BREF1-B,B00000097154,WOOD-20210715-BREF1-C,B00000097153,,,20220503T165843Z,PROVISIONAL
6d8177a4-47dc-4066-a632-04586d3b5715,WOOD,2021-07-27,2021-07-27,WOOD-20210727-BREF1,WOOD-20210727-BREF1-A,B00000097224,WOOD-20210727-BREF1-B,B00000097223,WOOD-20210727-BREF1-C,B00000097235,,,20220503T165843Z,PROVISIONAL
a0234eed-3ca9-4e49-ab18-8f7e36b2d225,WOOD,2021-07-29,2021-07-29,WOOD-20210729-BREF1,WOOD-20210729-BREF1-A,B00000097252,WOOD-20210729-BREF1-B,B00000097251,WOOD-20210729-BREF1-C,B00000097248,,,20220503T165843Z,PROVISIONAL
d1251401-fed2-4281-a901-c460077f2e00,WOOD,2021-10-05,2021-10-05,WOOD-20211005-BREF1,WOOD-20211005-BREF1-A,B00000097396,WOOD-20211005-BREF1-B,B00000097405,WOOD-20211005-BREF1-C,B00000097253,,,20220503T175151Z,PROVISIONAL
ef13e7ab-12af-4888-a565-c36562d7069d,WOOD,2021-10-07,2021-10-07,WOOD-20211007-BREF1,WOOD-20211007-BREF1-A,B00000097410,WOOD-20211007-BREF1-B,B00000097417,WOOD-20211007-BREF1-C,B00000097397,,,20220503T175151Z,PROVISIONAL
e343c51b-3c30-4f4d-a3b5-3ac8d94e64ca,WOOD,2021-10-12,2021-10-12,WOOD-20211012-BREF1,WOOD-20211012-BREF1-A,B00000097446,WOOD-20211012-BREF1-B,B00000097447,WOOD-20211012-BREF1-C,B00000097448,,,20220503T175151Z,PROVISIONAL
579c1be8-ab1b-4ae7-bb2e-efde90d31a63,WOOD,2021-10-27,2021-10-27,WOOD-20211027-BREF1,WOOD-20211027-BREF1-A,B00000097474,WOOD-20211027-BREF1-B,B00000097480,WOOD-20211027-BREF1-C,B00000097465,,,20220503T175151Z,PROVISIONAL
4bf0a9ce-e9ec-4da3-adcd-47288c27484f,WOOD,2021-11-03,2021-11-03,WOOD-20211103-BREF1,WOOD-20211103-BREF1-A,B00000133323,WOOD-20211103-BREF1-B,B00000133324,WOOD-20211103-BREF1-C,B00000133325,,,20220516T155613Z,PROVISIONAL
cf9ff869-e7ad-4a4f-8f7c-5206eb8b3161,CPER,2021-04-13,2021-04-13,CPER-20210413-BREF1,CPER-20210413-BREF1-A,B00000098495,CPER-20210413-BREF1-B,B00000098452,CPER-20210413-BREF1-C,B00000061478,,,20220131T152103Z,PROVISIONAL
a6fbcb3f-686a-4f78-9465-a228ce99a047,CPER,2021-05-05,2021-05-05,CPER-20210505-BREF1,CPER-20210505-BREF1-A,B00000098436,CPER-20210505-BREF1-B,B00000061466,CPER-20210505-BREF1-C,B00000098342,,,20220313T211224Z,PROVISIONAL
74d15d64-7bb7-4c2c-91a7-d8e381193778,CPER,2021-06-29,2021-06-29,CPER-20210629-BREF1,CPER-20210629-BREF1-A,B00000098736,CPER-20210629-BREF1-B,B00000098737,,,,,20220418T161228Z,PROVISIONAL
2723b417-dc9c-499f-b37f-9c31a641b347,CPER,2021-07-01,2021-07-01,CPER-20210701-BREF1,CPER-20210701-BREF1-A,B00000098746,CPER-20210701-BREF1-B,B00000098760,"","",,,20220503T165419Z,PROVISIONAL
a7f1d5c5-9f43-4ef6-9bc5-024b79729535,CPER,2021-07-22,2021-07-22,CPER-20210722-BREF1,CPER-20210722-BREF1-A,B00000098743,CPER-20210722-BREF1-B,B00000098739,CPER-20210722-BREF1-C,B00000098332,,,20220503T165419Z,PROVISIONAL
68cbf6e6-3cb6-4376-b7a6-db6e411eaf9e,CPER,2021-10-26,2021-10-26,CPER-20211026-BREF1,CPER-20211026-BREF1-A,A00000249604,CPER-20211026-BREF1-B,A00000249603,,,,,20220509T142838Z,PROVISIONAL
f3bf1d26-fc47-4a32-8fa0-6f4a693cf8c8,CPER,2021-11-16,2021-11-16,CPER-20211116-BREF1,CPER-20211116-BREF1-A,B00000099025,CPER-20211116-BREF1-B,B00000099024,,,,,20220516T155453Z,PROVISIONAL
dc9d64ab-8ea2-45e2-a38b-c69c64ced74f,RMNP,2020-06-30,2020-06-30,RMNP-20200630-BREF1,RMNP-20200630-BREF1-A,B00000098385,RMNP-20200630-BREF1-B,B00000098399,RMNP-20200630-BREF1-C,B00000098413,,,20211221T215937Z,RELEASE-2022
041f06ee-906e-48b6-99ec-98caa468d0bf,RMNP,2020-07-02,2020-07-02,RMNP-20200702-BREF1,RMNP-20200702-BREF1-A,B00000098390,RMNP-20200702-BREF1-B,B00000098404,RMNP-20200702-BREF1-C,B00000098409,,,20211221T220633Z,RELEASE-2022
6ecce6a1-0cde-47bf-8c09-da012364091f,RMNP,2020-07-21,2020-07-21,RMNP-20200721-BREF1,RMNP-20200721-BREF1-A,B00000098394,RMNP-20200721-BREF1-B,B00000098400,RMNP-20200721-BREF1-C,B00000098412,,,20211221T220633Z,RELEASE-2022
480011be-3049-400c-aad3-d98bf06dc050,RMNP,2020-07-23,2020-07-23,RMNP-20200723-BREF1,RMNP-20200723-BREF1-A,B00000098392,RMNP-20200723-BREF1-B,B00000098402,RMNP-20200723-BREF1-C,B00000098408,,,20211221T220633Z,RELEASE-2022
367416d5-1a7e-4e9d-8af5-124dad60ccbb,RMNP,2020-09-22,2020-09-22,RMNP-20200922-BREF1,RMNP-20200922-BREF1-A,B00000098393,RMNP-20200922-BREF1-B,B00000098403,RMNP-20200922-BREF1-C,B00000098415,,,20211221T230126Z,RELEASE-2022
df5e8103-3ddd-423c-9af6-c8c09db33b10,RMNP,2020-10-01,2020-10-01,RMNP-20201001-BREF1,RMNP-20201001-BREF1-A,B00000061402,RMNP-20201001-BREF1-B,B00000098396,RMNP-20201001-BREF1-C,B00000098416,,,20211221T225037Z,RELEASE-2022
3a011d4c-a55f-498f-a95e-faa87d5d4eae,RMNP,2020-10-02,2020-10-02,RMNP-20201002-BREF1,RMNP-20201002-BREF1-A,B00000098395,RMNP-20201002-BREF1-B,B00000098405,RMNP-20201002-BREF1-C,B00000098411,,,20211221T225037Z,RELEASE-2022
